,dry_season_type,GID_0,NAME_0,GID_1,NAME_1,ENGTYPE_1
UGA.43_1,UGA,Uganda,UGA.43_1,Mubende,District,3.0
UGA.10_1,UGA,Uganda,UGA.10_1,Iganga,District,2.0
UGA.56_1,UGA,Uganda,UGA.56_1,Tororo,District,2.0
KEN.3_1,KEN,Kenya,KEN.3_1,Bungoma,County,2.0
KEN.44_1,KEN,Kenya,KEN.44_1,Uasin Gishu,County,2.0
KEN.20_1,KEN,Kenya,KEN.20_1,Laikipia,County,3.6666666666666665
KEN.7_1,KEN,Kenya,KEN.7_1,Garissa,County,1.6
IDN.27_1,IDN,Indonesia,IDN.27_1,Sulawesi Tengah,Province,1.8823529411764706
IDN.6_1,IDN,Indonesia,IDN.6_1,Gorontalo,Province,2.0
ECU.14_1,ECU,Ecuador,ECU.14_1,Manabi,Province,2.0
ECU.19_1,ECU,Ecuador,ECU.19_1,Pichincha,Province,2.0
ECU.22_1,ECU,Ecuador,ECU.22_1,Sucumbios,Province,2.0
GAB.7_1,GAB,Gabon,GAB.7_1,Ogooué-Lolo,Province,2.0
COG.4_1,COG,Republic of Congo,COG.4_1,Cuvette,Region,2.0
UGA.21_1,UGA,Uganda,UGA.21_1,Kasese,District,3.0
UGA.18_1,UGA,Uganda,UGA.18_1,Kamwenge,District,3.0
UGA.42_1,UGA,Uganda,UGA.42_1,Mpigi,District,2.5
UGA.44_1,UGA,Uganda,UGA.44_1,Mukono,District,2.5
UGA.4_1,UGA,Uganda,UGA.4_1,Bugiri,District,3.0
KEN.38_1,KEN,Kenya,KEN.38_1,Siaya,County,2.5
KEN.11_1,KEN,Kenya,KEN.11_1,Kakamega,County,2.0
KEN.32_1,KEN,Kenya,KEN.32_1,Nandi,County,2.0
KEN.26_1,KEN,Kenya,KEN.26_1,Meru,County,3.0
IDN.30_1,IDN,Indonesia,IDN.30_1,Sumatera Barat,Province,1.8571428571428572
IDN.14_1,IDN,Indonesia,IDN.14_1,Kalimantan Tengah,Province,2.0
ECU.9_1,ECU,Ecuador,ECU.9_1,Galápagos,Province,1.6666666666666667
ECU.21_1,ECU,Ecuador,ECU.21_1,Santo Domingo de los Tsachilas,Province,2.0
ECU.16_1,ECU,Ecuador,ECU.16_1,Napo,Province,2.3333333333333335
ECU.17_1,ECU,Ecuador,ECU.17_1,Orellana,Province,2.0
PER.17_1,PER,Peru,PER.17_1,Loreto,Region,2.0
COL.1_1,COL,Colombia,COL.1_1,Amazonas,Commissiary,2.0
GAB.3_1,GAB,Gabon,GAB.3_1,Moyen-Ogooué,Province,2.0
GAB.2_1,GAB,Gabon,GAB.2_1,Haut-Ogooué,Province,2.0
COD.17_1,COD,Democratic Republic of the Congo,COD.17_1,Maniema,Province,2.0
UGA.6_1,UGA,Uganda,UGA.6_1,Bushenyi,District,3.0
UGA.39_1,UGA,Uganda,UGA.39_1,Mbarara,District,2.5
UGA.51_1,UGA,Uganda,UGA.51_1,Rakai,District,2.5
UGA.35_1,UGA,Uganda,UGA.35_1,Masaka,District,3.0
UGA.32_1,UGA,Uganda,UGA.32_1,Lake Victoria,Water body,0.2222222222222222
KEN.17_1,KEN,Kenya,KEN.17_1,Kisumu,County,2.0
KEN.12_1,KEN,Kenya,KEN.12_1,Kericho,County,2.0
KEN.31_1,KEN,Kenya,KEN.31_1,Nakuru,County,2.5
KEN.35_1,KEN,Kenya,KEN.35_1,Nyandarua,County,2.0
KEN.36_1,KEN,Kenya,KEN.36_1,Nyeri,County,2.0
KEN.41_1,KEN,Kenya,KEN.41_1,Tharaka-Nithi,County,3.0
KEN.18_1,KEN,Kenya,KEN.18_1,Kitui,County,2.6363636363636362
KEN.40_1,KEN,Kenya,KEN.40_1,Tana River,County,1.5833333333333333
IDN.22_1,IDN,Indonesia,IDN.22_1,Papua Barat,Province,1.9333333333333333
ECU.13_1,ECU,Ecuador,ECU.13_1,Los Rios,Province,2.0
ECU.6_1,ECU,Ecuador,ECU.6_1,Cotopaxi,Province,2.0
GAB.8_1,GAB,Gabon,GAB.8_1,Ogooué-Maritime,Province,1.75
GAB.4_1,GAB,Gabon,GAB.4_1,Ngounié,Province,2.0
UGA.19_1,UGA,Uganda,UGA.19_1,Kanungu,District,3.0
UGA.48_1,UGA,Uganda,UGA.48_1,Ntungamo,District,3.0
KEN.8_1,KEN,Kenya,KEN.8_1,Homa Bay,County,3.0
KEN.16_1,KEN,Kenya,KEN.16_1,Kisii,County,2.0
KEN.2_1,KEN,Kenya,KEN.2_1,Bomet,County,2.0
KEN.33_1,KEN,Kenya,KEN.33_1,Narok,County,2.6666666666666665
KEN.29_1,KEN,Kenya,KEN.29_1,Murang'a,County,2.5
KEN.6_1,KEN,Kenya,KEN.6_1,Embu,County,3.0
IDN.23_1,IDN,Indonesia,IDN.23_1,Papua,Province,1.9047619047619047
ECU.2_1,ECU,Ecuador,ECU.2_1,Bolivar,Province,2.0
ECU.23_1,ECU,Ecuador,ECU.23_1,Tungurahua,Province,1.0
ECU.18_1,ECU,Ecuador,ECU.18_1,Pastaza,Province,2.0
BRA.10_1,BRA,Brazil,BRA.10_1,Maranhão,State,2.0
COG.9_1,COG,Republic of Congo,COG.9_1,Plateaux,Region,2.0
COD.16_1,COD,Democratic Republic of the Congo,COD.16_1,Maï-Ndombe,Province,2.0
UGA.26_1,UGA,Uganda,UGA.26_1,Kisoro,District,2.0
RWA.3_1,RWA,Rwanda,RWA.3_1,Iburasirazuba,Province,2.25
TZA.6_1,TZA,Tanzania,TZA.6_1,Kagera,Region,1.7272727272727273
TZA.12_1,TZA,Tanzania,TZA.12_1,Mara,Region,1.9090909090909092
KEN.30_1,KEN,Kenya,KEN.30_1,Nairobi,County,3.0
KEN.22_1,KEN,Kenya,KEN.22_1,Machakos,County,3.0
IDN.8_1,IDN,Indonesia,IDN.8_1,Jambi,Province,2.0
ECU.20_1,ECU,Ecuador,ECU.20_1,Santa Elena,Province,2.0
ECU.10_1,ECU,Ecuador,ECU.10_1,Guayas,Province,2.1666666666666665
ECU.5_1,ECU,Ecuador,ECU.5_1,Chimborazo,Province,1.5
ECU.15_1,ECU,Ecuador,ECU.15_1,Morona Santiago,Province,2.0
COD.21_1,COD,Democratic Republic of the Congo,COD.21_1,Sankuru,Province,2.0
RWA.4_1,RWA,Rwanda,RWA.4_1,Iburengerazuba,Province,2.0
RWA.1_1,RWA,Rwanda,RWA.1_1,Amajyaruguru,Province,2.0
TZA.16_1,TZA,Tanzania,TZA.16_1,Mwanza,Region,1.2222222222222223
TZA.1_1,TZA,Tanzania,TZA.1_1,Arusha,Region,2.727272727272727
KEN.10_1,KEN,Kenya,KEN.10_1,Kajiado,County,2.4285714285714284
KEN.23_1,KEN,Kenya,KEN.23_1,Makueni,County,3.0
KEN.21_1,KEN,Kenya,KEN.21_1,Lamu,County,2.0
IDN.31_1,IDN,Indonesia,IDN.31_1,Sumatera Selatan,Province,2.0
IDN.25_1,IDN,Indonesia,IDN.25_1,Sulawesi Barat,Province,2.0
COG.8_1,COG,Republic of Congo,COG.8_1,Niari,Region,2.0
COG.6_1,COG,Republic of Congo,COG.6_1,Lékoumou,Region,2.0
COD.22_1,COD,Democratic Republic of the Congo,COD.22_1,Sud-Kivu,Province,1.8
RWA.2_1,RWA,Rwanda,RWA.2_1,Amajyepfo,Province,2.0
TZA.24_1,TZA,Tanzania,TZA.24_1,Simiyu,Region,2.625
IDN.13_1,IDN,Indonesia,IDN.13_1,Kalimantan Selatan,Province,2.0
IDN.26_1,IDN,Indonesia,IDN.26_1,Sulawesi Selatan,Province,2.0
ECU.1_1,ECU,Ecuador,ECU.1_1,Azuay,Province,2.3333333333333335
GAB.5_1,GAB,Gabon,GAB.5_1,Nyanga,Province,2.0
COD.9_1,COD,Democratic Republic of the Congo,COD.9_1,Kasaï,Province,2.0
BDI.6_1,BDI,Burundi,BDI.6_1,Cibitoke,Province,2.0
BDI.13_1,BDI,Burundi,BDI.13_1,Muyinga,Province,2.0
TZA.4_1,TZA,Tanzania,TZA.4_1,Geita,Region,2.0
KEN.14_1,KEN,Kenya,KEN.14_1,Kilifi,County,3.0
IDN.5_1,IDN,Indonesia,IDN.5_1,Bengkulu,Province,2.0
IDN.3_1,IDN,Indonesia,IDN.3_1,Bangka Belitung,Province,1.3333333333333333
PNG.18_1,PNG,Papua New Guinea,PNG.18_1,Sandaun,Province,2.0
PNG.16_1,PNG,Papua New Guinea,PNG.16_1,New Ireland,Province,1.3333333333333333
ECU.7_1,ECU,Ecuador,ECU.7_1,El Oro,Province,2.0
BRA.18_1,BRA,Brazil,BRA.18_1,Piauí,State,2.024390243902439
BRA.6_1,BRA,Brazil,BRA.6_1,Ceará,State,2.0
COG.11_1,COG,Republic of Congo,COG.11_1,Pool,Region,2.0
BDI.1_1,BDI,Burundi,BDI.1_1,Bubanza,Province,2.0
BDI.12_1,BDI,Burundi,BDI.12_1,Muramvya,Province,2.0
BDI.17_1,BDI,Burundi,BDI.17_1,Ruyigi,Province,2.0
BDI.5_1,BDI,Burundi,BDI.5_1,Cankuzo,Province,2.0
TZA.9_1,TZA,Tanzania,TZA.9_1,Kilimanjaro,Region,3.0
KEN.39_1,KEN,Kenya,KEN.39_1,Taita Taveta,County,3.0
IDN.28_1,IDN,Indonesia,IDN.28_1,Sulawesi Tenggara,Province,2.0
IDN.19_1,IDN,Indonesia,IDN.19_1,Maluku,Province,1.5714285714285714
PER.25_1,PER,Peru,PER.25_1,Tumbes,Region,1.0
ECU.12_1,ECU,Ecuador,ECU.12_1,Loja,Province,1.75
ECU.24_1,ECU,Ecuador,ECU.24_1,Zamora Chinchipe,Province,2.3333333333333335
PER.1_1,PER,Peru,PER.1_1,Amazonas,Region,2.1666666666666665
COG.5_1,COG,Republic of Congo,COG.5_1,Kouilou,Region,2.0
COG.1_1,COG,Republic of Congo,COG.1_1,Bouenza,Region,2.0
COD.13_1,COD,Democratic Republic of the Congo,COD.13_1,Kwilu,Province,2.0
BDI.4_1,BDI,Burundi,BDI.4_1,Bururi,Province,2.0
BDI.16_1,BDI,Burundi,BDI.16_1,Rutana,Province,2.0
TZA.8_1,TZA,Tanzania,TZA.8_1,Kigoma,Region,1.8461538461538463
TZA.23_1,TZA,Tanzania,TZA.23_1,Shinyanga,Region,2.0
TZA.11_1,TZA,Tanzania,TZA.11_1,Manyara,Region,2.5625
KEN.19_1,KEN,Kenya,KEN.19_1,Kwale,County,3.0
PNG.5_1,PNG,Papua New Guinea,PNG.5_1,East Sepik,Province,2.0
PER.21_1,PER,Peru,PER.21_1,Piura,Region,1.0909090909090908
COG.2_1,COG,Republic of Congo,COG.2_1,Brazzaville,Region,2.0
COD.10_1,COD,Democratic Republic of the Congo,COD.10_1,Kinshasa,Province,2.0
BDI.11_1,BDI,Burundi,BDI.11_1,Makamba,Province,2.0
TZA.26_1,TZA,Tanzania,TZA.26_1,Tabora,Region,2.0
TZA.25_1,TZA,Tanzania,TZA.25_1,Singida,Region,2.0
IDN.17_1,IDN,Indonesia,IDN.17_1,Lampung,Province,1.8181818181818181
PNG.11_1,PNG,Papua New Guinea,PNG.11_1,Madang,Province,2.0
PNG.4_1,PNG,Papua New Guinea,PNG.4_1,East New Britain,Province,2.0
PER.6_1,PER,Peru,PER.6_1,Cajamarca,Region,1.3846153846153846
AGO.4_1,AGO,Angola,AGO.4_1,Cabinda,Province,2.0
COD.11_1,COD,Democratic Republic of the Congo,COD.11_1,Kongo-Central,Province,2.0
COD.12_1,COD,Democratic Republic of the Congo,COD.12_1,Kwango,Province,2.0
COD.7_1,COD,Democratic Republic of the Congo,COD.7_1,Kasaï-Central,Province,2.0
TZA.3_1,TZA,Tanzania,TZA.3_1,Dodoma,Region,2.0
TZA.27_1,TZA,Tanzania,TZA.27_1,Tanga,Region,2.888888888888889
BRA.27_1,BRA,Brazil,BRA.27_1,Tocantins,State,2.0
BRA.20_1,BRA,Brazil,BRA.20_1,Rio Grande do Norte,State,2.0
COD.14_1,COD,Democratic Republic of the Congo,COD.14_1,Lomami,Province,2.0
COD.24_1,COD,Democratic Republic of the Congo,COD.24_1,Tanganyika,Province,1.8695652173913044
TZA.7_1,TZA,Tanzania,TZA.7_1,Katavi,Region,1.875
TZA.19_1,TZA,Tanzania,TZA.19_1,Pemba South,Region,0.0
PNG.22_1,PNG,Papua New Guinea,PNG.22_1,Western,Province,2.0
PNG.9_1,PNG,Papua New Guinea,PNG.9_1,Hela,Province,2.0
PNG.7_1,PNG,Papua New Guinea,PNG.7_1,Enga,Province,2.0
PNG.21_1,PNG,Papua New Guinea,PNG.21_1,Western Highlands,Province,2.0
PER.14_1,PER,Peru,PER.14_1,Lambayeque,Region,1.0
PER.23_1,PER,Peru,PER.23_1,San Martín,Region,2.4375
COD.8_1,COD,Democratic Republic of the Congo,COD.8_1,Kasaï-Oriental,Province,2.0
IDN.10_1,IDN,Indonesia,IDN.10_1,Jawa Tengah,Province,1.8333333333333333
PNG.10_1,PNG,Papua New Guinea,PNG.10_1,Jiwaka,Province,2.0
PNG.20_1,PNG,Papua New Guinea,PNG.20_1,West New Britain,Province,2.0
PNG.1_1,PNG,Papua New Guinea,PNG.1_1,Bougainville,Autonomous Region,2.0
BRA.15_1,BRA,Brazil,BRA.15_1,Paraíba,State,2.0
AGO.18_1,AGO,Angola,AGO.18_1,Zaire,Province,2.0
AGO.17_1,AGO,Angola,AGO.17_1,Uíge,Province,2.0
COD.4_1,COD,Democratic Republic of the Congo,COD.4_1,Haut-Lomami,Province,2.0
TZA.14_1,TZA,Tanzania,TZA.14_1,Morogoro,Region,2.1153846153846154
TZA.20_1,TZA,Tanzania,TZA.20_1,Pwani,Region,2.5
TZA.30_1,TZA,Tanzania,TZA.30_1,Zanzibar West,Region,0.0
IDN.4_1,IDN,Indonesia,IDN.4_1,Banten,Province,1.5
IDN.7_1,IDN,Indonesia,IDN.7_1,Jakarta Raya,Province,2.0
IDN.9_1,IDN,Indonesia,IDN.9_1,Jawa Barat,Province,1.8333333333333333
PNG.19_1,PNG,Papua New Guinea,PNG.19_1,Southern Highlands,Province,2.0
PNG.3_1,PNG,Papua New Guinea,PNG.3_1,Chimbu,Province,2.0
PNG.6_1,PNG,Papua New Guinea,PNG.6_1,Eastern Highlands,Province,2.0
PNG.14_1,PNG,Papua New Guinea,PNG.14_1,Morobe,Province,2.0
PNG.8_1,PNG,Papua New Guinea,PNG.8_1,Gulf,Province,2.0
PER.13_1,PER,Peru,PER.13_1,La Libertad,Region,1.5
AGO.12_1,AGO,Angola,AGO.12_1,Lunda Norte,Province,2.0
TZA.21_1,TZA,Tanzania,TZA.21_1,Rukwa,Region,2.0
TZA.13_1,TZA,Tanzania,TZA.13_1,Mbeya,Region,2.0
TZA.5_1,TZA,Tanzania,TZA.5_1,Iringa,Region,2.0
IDN.11_1,IDN,Indonesia,IDN.11_1,Jawa Timur,Province,2.0
SLB.2_1,SLB,Solomon Islands,SLB.2_1,Choiseul,Province,2.0
PER.26_1,PER,Peru,PER.26_1,Ucayali,Region,2.0
BRA.1_1,BRA,Brazil,BRA.1_1,Acre,State,2.0
BRA.12_1,BRA,Brazil,BRA.12_1,Mato Grosso,State,2.0
BRA.17_1,BRA,Brazil,BRA.17_1,Pernambuco,State,1.9696969696969697
AGO.1_1,AGO,Angola,AGO.1_1,Bengo,Province,2.6923076923076925
AGO.14_1,AGO,Angola,AGO.14_1,Malanje,Province,2.0
COD.3_1,COD,Democratic Republic of the Congo,COD.3_1,Haut-Katanga,Province,1.9555555555555555
IDN.33_1,IDN,Indonesia,IDN.33_1,Yogyakarta,Province,2.0
SLB.10_1,SLB,Solomon Islands,SLB.10_1,Western,Province,1.3333333333333333
SLB.5_1,SLB,Solomon Islands,SLB.5_1,Isabel,Province,2.0
PER.2_1,PER,Peru,PER.2_1,Ancash,Region,1.6923076923076923
BRA.22_1,BRA,Brazil,BRA.22_1,Rondônia,State,2.0
AGO.6_1,AGO,Angola,AGO.6_1,Cuanza Norte,Province,2.125
COD.15_1,COD,Democratic Republic of the Congo,COD.15_1,Lualaba,Province,2.0
TZA.10_1,TZA,Tanzania,TZA.10_1,Lindi,Region,2.0
IDN.2_1,IDN,Indonesia,IDN.2_1,Bali,Province,2.0
IDN.20_1,IDN,Indonesia,IDN.20_1,Nusa Tenggara Barat,Province,2.0
IDN.21_1,IDN,Indonesia,IDN.21_1,Nusa Tenggara Timur,Province,1.7333333333333334
PNG.2_1,PNG,Papua New Guinea,PNG.2_1,Central,Province,2.0
PNG.17_1,PNG,Papua New Guinea,PNG.17_1,Oro,Province,2.0
PER.10_1,PER,Peru,PER.10_1,Huánuco,Region,2.1666666666666665
BRA.5_1,BRA,Brazil,BRA.5_1,Bahia,State,2.4731182795698925
AGO.13_1,AGO,Angola,AGO.13_1,Lunda Sul,Province,2.0
ZMB.4_1,ZMB,Zambia,ZMB.4_1,Luapula,Province,2.0
ZMB.8_1,ZMB,Zambia,ZMB.8_1,Northern,Province,2.0
TZA.17_1,TZA,Tanzania,TZA.17_1,Njombe,Region,2.0
TLS.8_1,TLS,Timor-Leste,TLS.8_1,Ermera,District,2.0
TLS.1_1,TLS,Timor-Leste,TLS.1_1,Aileu,District,2.0
TLS.13_1,TLS,Timor-Leste,TLS.13_1,Viqueque,District,2.0
TLS.9_1,TLS,Timor-Leste,TLS.9_1,Lautém,District,2.0
SLB.7_1,SLB,Solomon Islands,SLB.7_1,Malaita,Province,2.0
BRA.2_1,BRA,Brazil,BRA.2_1,Alagoas,State,2.125
TLS.3_1,TLS,Timor-Leste,TLS.3_1,Ambeno,District,2.0
TLS.6_1,TLS,Timor-Leste,TLS.6_1,Covalima,District,2.0
PNG.13_1,PNG,Papua New Guinea,PNG.13_1,Milne Bay,Province,1.6
PER.20_1,PER,Peru,PER.20_1,Pasco,Region,2.0
BRA.26_1,BRA,Brazil,BRA.26_1,Sergipe,State,2.125
ZMB.6_1,ZMB,Zambia,ZMB.6_1,Muchinga,Province,2.0
MWI.8_1,MWI,Malawi,MWI.8_1,Karonga,District,1.3333333333333333
TZA.22_1,TZA,Tanzania,TZA.22_1,Ruvuma,Region,2.0
SLB.3_1,SLB,Solomon Islands,SLB.3_1,Guadalcanal, ,1.0
PER.18_1,PER,Peru,PER.18_1,Madre de Dios,Region,2.0
BOL.6_1,BOL,Bolivia,BOL.6_1,Pando,Department,2.0
AGO.7_1,AGO,Angola,AGO.7_1,Cuanza Sul,Province,2.1176470588235294
MWI.5_1,MWI,Malawi,MWI.5_1,Chitipa,District,2.0
TZA.15_1,TZA,Tanzania,TZA.15_1,Mtwara,Region,2.0
SLB.6_1,SLB,Solomon Islands,SLB.6_1,Makira Ulawa,Province,0.0
PER.16_1,PER,Peru,PER.16_1,Lima,Region,1.3333333333333333
PER.12_1,PER,Peru,PER.12_1,Junín,Region,1.9333333333333333
BOL.3_1,BOL,Bolivia,BOL.3_1,El Beni,Department,2.0
AGO.3_1,AGO,Angola,AGO.3_1,Bié,Province,2.0
AGO.15_1,AGO,Angola,AGO.15_1,Moxico,Province,2.0
MWI.25_1,MWI,Malawi,MWI.25_1,Rumphi,District,2.0
MOZ.1_1,MOZ,Mozambique,MOZ.1_1,Cabo Delgado,Province,2.0
ZMB.7_1,ZMB,Zambia,ZMB.7_1,North-Western,Province,2.0
MWI.17_1,MWI,Malawi,MWI.17_1,Mzimba,District,2.0
MWI.19_1,MWI,Malawi,MWI.19_1,Nkhata Bay,District,1.5
AUS.6_1,AUS,Australia,AUS.6_1,Northern Territory,Territory,1.389247311827957
AUS.7_1,AUS,Australia,AUS.7_1,Queensland,State,1.555008210180624
PER.8_1,PER,Peru,PER.8_1,Cusco,Region,2.0
AGO.9_1,AGO,Angola,AGO.9_1,Huambo,Province,2.0
ZMB.3_1,ZMB,Zambia,ZMB.3_1,Eastern,Province,2.0
MOZ.8_1,MOZ,Mozambique,MOZ.8_1,Nassa,Province,1.9534883720930232
COM.2_1,COM,Comoros,COM.2_1,Njazídja,Autonomous Island,0.0
PER.15_1,PER,Peru,PER.15_1,Lima Province,Province,1.0
PER.9_1,PER,Peru,PER.9_1,Huancavelica,Region,1.5
BOL.4_1,BOL,Bolivia,BOL.4_1,La Paz,Department,1.9111111111111112
AGO.2_1,AGO,Angola,AGO.2_1,Benguela,Province,1.9285714285714286
ZMB.1_1,ZMB,Zambia,ZMB.1_1,Central,Province,2.0
MDG.2_1,MDG,Madagascar,MDG.2_1,Antsiranana,Autonomous Province,2.0
PER.5_1,PER,Peru,PER.5_1,Ayacucho,Region,1.7333333333333334
ZMB.2_1,ZMB,Zambia,ZMB.2_1,Copperbelt,Province,2.0
MWI.9_1,MWI,Malawi,MWI.9_1,Kasungu,District,2.0
MWI.20_1,MWI,Malawi,MWI.20_1,Nkhotakota,District,2.0
PER.11_1,PER,Peru,PER.11_1,Ica,Region,1.1428571428571428
PER.3_1,PER,Peru,PER.3_1,Apurímac,Region,2.0
PER.22_1,PER,Peru,PER.22_1,Puno,Region,1.9230769230769231
BRA.9_1,BRA,Brazil,BRA.9_1,Goiás,State,2.0
MWI.23_1,MWI,Malawi,MWI.23_1,Ntchisi,District,2.0
WSM.4_1,WSM,Samoa,WSM.4_1,Fa'asaleleaga,District,0.0
BOL.8_1,BOL,Bolivia,BOL.8_1,Santa Cruz,Department,2.1487603305785123
AGO.16_1,AGO,Angola,AGO.16_1,Namibe,Province,1.25
AGO.10_1,AGO,Angola,AGO.10_1,Huíla,Province,2.0
AGO.5_1,AGO,Angola,AGO.5_1,Cuando Cubango,Province,2.0
ZMB.10_1,ZMB,Zambia,ZMB.10_1,Western,Province,2.0
MWI.14_1,MWI,Malawi,MWI.14_1,Mchinji,District,2.0
MWI.11_1,MWI,Malawi,MWI.11_1,Lilongwe,District,2.0
MWI.7_1,MWI,Malawi,MWI.7_1,Dowa,District,2.0
MWI.6_1,MWI,Malawi,MWI.6_1,Dedza,District,1.3333333333333333
MOZ.7_1,MOZ,Mozambique,MOZ.7_1,Nampula,Province,2.0
MOZ.10_1,MOZ,Mozambique,MOZ.10_1,Tete,Province,2.0
MWI.13_1,MWI,Malawi,MWI.13_1,Mangochi,District,2.0
MDG.4_1,MDG,Madagascar,MDG.4_1,Mahajanga,Autonomous Province,2.0
AUS.11_1,AUS,Australia,AUS.11_1,Western Australia,State,1.2453450164293538
PER.4_1,PER,Peru,PER.4_1,Arequipa,Region,1.3
BRA.13_1,BRA,Brazil,BRA.13_1,Minas Gerais,State,2.0833333333333335
ZMB.5_1,ZMB,Zambia,ZMB.5_1,Lusaka,Province,2.0
MWI.22_1,MWI,Malawi,MWI.22_1,Ntcheu,District,2.0
MWI.12_1,MWI,Malawi,MWI.12_1,Machinga,District,2.0
AGO.8_1,AGO,Angola,AGO.8_1,Cunene,Province,2.0
MWI.18_1,MWI,Malawi,MWI.18_1,Neno,District,2.0
MWI.28_1,MWI,Malawi,MWI.28_1,Zomba,District,2.0
MOZ.11_1,MOZ,Mozambique,MOZ.11_1,Zambezia,Province,2.0
MDG.5_1,MDG,Madagascar,MDG.5_1,Toamasina,Autonomous Province,2.0
VUT.3_1,VUT,Vanuatu,VUT.3_1,Sanma,Province,2.0
BRA.7_1,BRA,Brazil,BRA.7_1,Distrito Federal,Federal District,2.0
ZMB.9_1,ZMB,Zambia,ZMB.9_1,Southern,Province,2.0
ZWE.6_1,ZWE,Zimbabwe,ZWE.6_1,Mashonaland West,Province,2.0
MWI.2_1,MWI,Malawi,MWI.2_1,Blantyre,District,2.0
MWI.4_1,MWI,Malawi,MWI.4_1,Chiradzulu,District,2.0
MWI.24_1,MWI,Malawi,MWI.24_1,Phalombe,District,2.0
PER.19_1,PER,Peru,PER.19_1,Moquegua,Region,1.5
BOL.2_1,BOL,Bolivia,BOL.2_1,Cochabamba,Department,2.0
ZWE.4_1,ZWE,Zimbabwe,ZWE.4_1,Mashonaland Central,Province,2.0
MWI.3_1,MWI,Malawi,MWI.3_1,Chikwawa,District,2.0
MWI.27_1,MWI,Malawi,MWI.27_1,Thyolo,District,2.0
FJI.3_1,FJI,Fiji,FJI.3_1,Northern,Division,1.0
ZWE.5_1,ZWE,Zimbabwe,ZWE.5_1,Mashonaland East,Province,2.0
MOZ.4_1,MOZ,Mozambique,MOZ.4_1,Manica,Province,2.0
MWI.21_1,MWI,Malawi,MWI.21_1,Nsanje,District,2.0
VUT.4_1,VUT,Vanuatu,VUT.4_1,Shefa,Province,0.0
PER.24_1,PER,Peru,PER.24_1,Tacna,Region,1.0
BRA.11_1,BRA,Brazil,BRA.11_1,Mato Grosso do Sul,State,2.040650406504065
NAM.6_1,NAM,Namibia,NAM.6_1,Kunene,Region,1.3333333333333333
ZWE.8_1,ZWE,Zimbabwe,ZWE.8_1,Matabeleland North,Province,2.0
ZWE.10_1,ZWE,Zimbabwe,ZWE.10_1,Midlands,Province,2.0
MOZ.9_1,MOZ,Mozambique,MOZ.9_1,Sofala,Province,2.0
PYF.2_1,PYF,French Polynesia,PYF.2_1,Îles du Vent,Administrative subdivisions,0.0
CHL.4_1,CHL,Chile,CHL.4_1,Arica y Parinacota,Region,1.0
BOL.5_1,BOL,Bolivia,BOL.5_1,Oruro,Department,1.2222222222222223
NAM.9_1,NAM,Namibia,NAM.9_1,Omusati,Region,2.0
NAM.10_1,NAM,Namibia,NAM.10_1,Oshana,Region,2.0
NAM.7_1,NAM,Namibia,NAM.7_1,Ohangwena,Region,2.0
NAM.4_1,NAM,Namibia,NAM.4_1,Kavango,Region,2.0
NAM.13_1,NAM,Namibia,NAM.13_1,Zambezi,Region,2.0
ZWE.3_1,ZWE,Zimbabwe,ZWE.3_1,Manicaland,Province,2.0
MDG.1_1,MDG,Madagascar,MDG.1_1,Antananarivo,Autonomous Province,2.0
FJI.5_1,FJI,Fiji,FJI.5_1,Western,Division,2.0
FJI.1_1,FJI,Fiji,FJI.1_1,Central,Division,2.0
BOL.7_1,BOL,Bolivia,BOL.7_1,Potosí,Department,1.205128205128205
BRA.8_1,BRA,Brazil,BRA.8_1,Espírito Santo,State,2.0
NAM.11_1,NAM,Namibia,NAM.11_1,Oshikoto,Region,2.0
BWA.12_1,BWA,Botswana,BWA.12_1,North-West,District,1.894736842105263
BWA.2_1,BWA,Botswana,BWA.2_1,Chobe,District,2.0
MDG.6_1,MDG,Madagascar,MDG.6_1,Toliary,Autonomous Province,2.0508474576271185
BOL.1_1,BOL,Bolivia,BOL.1_1,Chuquisaca,Department,1.9473684210526316
VUT.5_1,VUT,Vanuatu,VUT.5_1,Tafea,Province,0.0
CHL.15_1,CHL,Chile,CHL.15_1,Tarapacá,Region,1.0
NAM.12_1,NAM,Namibia,NAM.12_1,Otjozondjupa,Region,1.837837837837838
BWA.1_1,BWA,Botswana,BWA.1_1,Central,District,1.2352941176470589
PRY.1_1,PRY,Paraguay,PRY.1_1,Alto Paraguay,Department,2.44
ZWE.9_1,ZWE,Zimbabwe,ZWE.9_1,Matabeleland South,Province,1.5263157894736843
ZWE.7_1,ZWE,Zimbabwe,ZWE.7_1,Masvingo,Province,1.9473684210526316
PRY.5_1,PRY,Paraguay,PRY.5_1,Boquerón,Department,1.8666666666666667
BRA.25_1,BRA,Brazil,BRA.25_1,São Paulo,State,2.0
MDG.3_1,MDG,Madagascar,MDG.3_1,Fianarantsoa,Autonomous Province,2.0
MUS.3_1,MUS,Mauritius,MUS.3_1,Flacq,District,2.0
NAM.2_1,NAM,Namibia,NAM.2_1,Erongo,Region,1.0434782608695652
NAM.8_1,NAM,Namibia,NAM.8_1,Omaheke,Region,1.0689655172413792
BWA.11_1,BWA,Botswana,BWA.11_1,North-East,District,2.0
NCL.2_1,NCL,New Caledonia,NCL.2_1,Nord,Province,2.0
NCL.1_1,NCL,New Caledonia,NCL.1_1,Îles Loyauté,Province,0.0
